3683,"616251"
4004,"281894"
4006,"281894"
4008,"281894"
4026,"374900"
4034,"34852"
4036,"34852"
4040,"34852"
4079,"34852"
16641,"16645"
16737,"16732"
17525,"17409"
17527,"17409"
17529,"17409"
17532,"17409"
17535,"17409"
17537,"17409"
17556,"17564"
17582,"17584"
17592,"17596"
17594,"17596"
18176,"18178"
18182,"18184"
18291,"18297"
18293,"18297"
18295,"18297"
18340,"18346"
18342,"18346"
18430,"18438"
18432,"18438"
18434,"18438"
18436,"18438"
18441,"18538"
18443,"18400"
18447,"18402"
18454,"18416"
18456,"18418"
18467,"18425"
18566,"18611"
18572,"18611"
18582,"18611"
18584,"18611"
18586,"18611"
18588,"18611"
18590,"18611"
18592,"18611"
18595,"18611"
18597,"18611"
18601,"18611"
18603,"18611"
18607,"18611"
18609,"18611"
18815,"18423"
18828,"18611"
18830,"18611"
18832,"18611"
18834,"18611"
18838,"18611"
18840,"18611"
18842,"18611"
18845,"18611"
18847,"18611"
18850,"18611"
19017,"19019"
19040,"19052"
19042,"19052"
19044,"19052"
19046,"19052"
19048,"19052"
19050,"19052"
19077,"19086"
19109,"19111"
19130,"19154"
19132,"19154"
19134,"19154"
19138,"19154"
19140,"19154"
19144,"19154"
19148,"19154"
19150,"19154"
19197,"404634"
19220,"19230"
19222,"19230"
19224,"19230"
19226,"19230"
19228,"19230"
19236,"19248"
19380,"609466"
19407,"620110"
19662,"19695"
19664,"19695"
19666,"19695"
19668,"19695"
19671,"19695"
19691,"19695"
19697,"19695"
19730,"52663"
19737,"51999"
19743,"51983"
19756,"51795"
19790,"51614"
19815,"19822"
19833,"19835"
19839,"19835"
19842,"19835"
19858,"19861"
20074,"20279"
20149,"712540"
20181,"35640"
20231,"20236"
20234,"20236"
20283,"20279"
20549,"20558"
20551,"20558"
20553,"20558"
20556,"20558"
20579,"20581"
20617,"20619"
20864,"20866"
20891,"20947"
20949,"21027"
20959,"21027"
20985,"21027"
20988,"21027"
21025,"21027"
21391,"21403"
21401,"21403"
21636,"21647"
21645,"21647"
21656,"21662"
21738,"21770"
21751,"21770"
21753,"21770"
21755,"21770"
21757,"21770"
21759,"21770"
21762,"21770"
21765,"21770"
21768,"21770"
21909,"21911"
22001,"22003"
22090,"22093"
22731,"22736"
22734,"22736"
24346,"35629"
25995,"178567"
26110,"26116"
26112,"26116"
26114,"26116"
26126,"26116"
26774,"576502"
27362,"27433"
27364,"27433"
27366,"27433"
27368,"27433"
27370,"27433"
27372,"27433"
27374,"27433"
27376,"27433"
27378,"27433"
27380,"27433"
27382,"27433"
27384,"27433"
27386,"27433"
27471,"27503"
27473,"27503"
27475,"27503"
27477,"27503"
27479,"27503"
27481,"27503"
27483,"27503"
27485,"27503"
27487,"27503"
27489,"27503"
27491,"27503"
27493,"27503"
27495,"27503"
27497,"27503"
27499,"27503"
27501,"27503"
27509,"27553"
27515,"27553"
27519,"27553"
27522,"27553"
27524,"27553"
27526,"27553"
27528,"27553"
27530,"27553"
27532,"27553"
27534,"27553"
27536,"27553"
27538,"27553"
27540,"27553"
27542,"27553"
27854,"113718"
28666,"86129"
28668,"86129"
28670,"86129"
28672,"86129"
28674,"86129"
28676,"86129"
28678,"86129"
28680,"86129"
28682,"86129"
28684,"86129"
28686,"86129"
28688,"86129"
28690,"86129"
28692,"86129"
28694,"86129"
28696,"86121"
28698,"86121"
28700,"86121"
28702,"86121"
28704,"86121"
28706,"86121"
28708,"86121"
28710,"86121"
28712,"86121"
28714,"86121"
28716,"86121"
28718,"86121"
28755,"260210"
31437,"86129"
32159,"32210"
32161,"32210"
32164,"32210"
32166,"32210"
32169,"32210"
32171,"32210"
32173,"32210"
32175,"32210"
32178,"32210"
32180,"32210"
32183,"32210"
32185,"32210"
32187,"32210"
32189,"32210"
32191,"32210"
32303,"32330"
32305,"32330"
32307,"32330"
32309,"32330"
32311,"32330"
32313,"32330"
32315,"32330"
32317,"32330"
32320,"32330"
32322,"32330"
32499,"620110"
32620,"650190"
33141,"35419"
33426,"42536"
34014,"34039"
34016,"34039"
34018,"34039"
34020,"34039"
34022,"34039"
34024,"34039"
34026,"34039"
34029,"34039"
34031,"34039"
34033,"34039"
34035,"34039"
34037,"34039"
34052,"34080"
34054,"34080"
34056,"34080"
34060,"34080"
34062,"34080"
34064,"34080"
34066,"34080"
34068,"34080"
34072,"34080"
34074,"34080"
34076,"34080"
34078,"34080"
34083,"34080"
34119,"34145"
34121,"34145"
34123,"34145"
34125,"34145"
34127,"34145"
34129,"34145"
34131,"34145"
34133,"34145"
34135,"34145"
34137,"34145"
34139,"34145"
34141,"34145"
34143,"34145"
34157,"34182"
34160,"34182"
34162,"34182"
34164,"34182"
34166,"34182"
34168,"34182"
34170,"34182"
34172,"34182"
34174,"34182"
34176,"34182"
34178,"34182"
34180,"34182"
34198,"34222"
34201,"34222"
34203,"34222"
34205,"34222"
34207,"34222"
34209,"34222"
34211,"34222"
34213,"34222"
34215,"34222"
34217,"34222"
34219,"34222"
34229,"34258"
34231,"34258"
34233,"34258"
34235,"34258"
34237,"34258"
34241,"34258"
34243,"34258"
34245,"34258"
34248,"34258"
34251,"34258"
34253,"34258"
34255,"34258"
34770,"34784"
34774,"34784"
34776,"34784"
34778,"34784"
34782,"34784"
34792,"34806"
34794,"34806"
34796,"34806"
34800,"34806"
34802,"34806"
34804,"34806"
35050,"35052"
36454,"36532"
36643,"37913"
36970,"43470"
39353,"39355"
40633,"40675"
40660,"40683"
40702,"40663"
42229,"113718"
44119,"44140"
45513,"628962"
47592,"47696"
48161,"22093"
55141,"40283"
58736,"569339"
84901,"260210"
103965,"469020"
110934,"649467"
111696,"360214"
114596,"114775"
127015,"533329"
128885,"570618"
130177,"130381"
135738,"360820"
135880,"141489"
135921,"717202"
136688,"622359"
136743,"141497"
136754,"696359"
141221,"141506"
141336,"173642"
141343,"173642"
143256,"20236"
143329,"295845"
159323,"163335"
166777,"141506"
166784,"141506"
166788,"141506"
166815,"245238"
184489,"351904"
189318,"189391"
189326,"189391"
189339,"189391"
189347,"189391"
189356,"189391"
189842,"189277"
195092,"194881"
205646,"205696"
205675,"205696"
205820,"468623"
206751,"295845"
209876,"213571"
209879,"288825"
210887,"210920"
211548,"211554,212047"
211561,"212047"
211566,"212047"
211569,"212047"
211576,"212047"
212851,"212972"
213680,"213571"
214060,"710888"
247411,"607361"
247670,"317839"
247951,"713863"
248194,"248305"
248380,"628509"
248883,"141570"
250859,"250868"
259640,"260210"
265289,"369442"
265659,"283700"
266838,"308493"
268853,"395747"
282878,"606637"
283760,"283913"
283796,"283913"
283803,"283885"
286177,"286171"
286598,"441450"
290349,"141506"
290700,"294598"
295833,"295845"
296241,"360820"
298270,"638570"
298840,"300268"
301375,"301396"
306806,"260210"
307422,"508536"
307619,"638570"
308668,"308675"
309077,"351904"
309506,"351904"
310607,"710257"
310740,"310817"
310742,"310822"
314774,"351904"
315360,"174954"
315419,"351904"
316172,"351904"
316199,"351904"
317752,"317786"
318649,"678182"
319849,"40991"
319863,"40991"
319991,"468723"
322580,"636048"
330714,"486441"
340913,"340955"
340918,"340947"
342061,"654786"
342229,"687808"
343029,"342572"
344131,"40991"
347669,"244344"
351064,"609466"
353392,"353423"
358209,"675211"
358916,"675211"
359310,"359747"
359898,"570387"
361624,"425327"
361927,"433048"
365538,"445344"
368768,"368786"
370918,"370943"
377240,"377280"
379639,"379686"
381755,"381765"
387089,"387134"
387094,"296731"
391255,"466752"
399804,"399809"
409170,"409189"
414374,"614786"
414719,"17409"
414881,"17639"
414917,"17596"
414926,"17639"
415150,"42939"
415578,"612286"
420176,"370555"
423820,"404634"
424307,"111615"
425430,"521918"
427736,"659310"
428070,"606558"
436019,"411772"
436022,"411772"
436025,"411772"
436028,"411772"
436166,"411772"
436169,"411772"
436172,"411772"
436175,"411772"
436355,"401499"
436525,"404215"
436890,"18157"
437017,"36532"
