437110,"451877"
437116,"18178"
437131,"451877"
437257,"451877"
437338,"18438"
437372,"18184"
439824,"439830"
440322,"643773"
440338,"713863"
440648,"411772"
443525,"643792"
445088,"336531"
446807,"446813"
447949,"455716,605678"
447952,"455716"
447998,"455716"
448053,"605678"
448675,"452599"
456945,"457506"
461831,"461844"
461891,"461899"
462227,"111346"
465955,"465802"
467288,"616697"
467593,"519627"
472125,"451877"
472314,"586545"
472509,"40991"
474079,"350311"
474265,"474929"
476239,"616251"
476270,"616251"
476653,"477016"
479865,"206862"
480653,"667166"
483937,"151522"
484237,"484229"
485266,"411772"
487876,"477016"
491095,"477016"
492123,"683324"
492130,"683324"
492136,"683324"
493198,"442512"
493596,"212556"
493962,"657870"
496325,"36289"
496341,"40023"
496345,"40023"
496349,"40023"
496615,"451877"
496834,"496840"
499617,"111346"
499881,"111346"
502827,"711781"
502905,"503022"
504078,"504156"
504129,"504156"
504593,"677566"
506084,"506122"
507427,"507520"
508465,"350311"
510358,"527477"
511268,"511276"
512265,"513055"
513165,"513077"
516642,"689208"
521448,"111346"
523201,"16645"
526190,"526195"
528046,"549696"
528365,"56084"
529677,"529682"
530153,"530193"
530905,"530912"
531634,"531936"
532044,"359747"
532684,"532738"
532946,"675211"
532953,"658546"
533183,"616544"
533741,"533766"
535215,"658588"
535218,"658588"
537239,"537860"
537462,"537464"
539298,"539596"
539497,"539523"
541679,"451877"
541685,"451877"
541758,"451877"
541762,"451877"
544257,"551550"
545947,"473395"
547253,"547255"
548061,"659742"
548879,"549954,549973"
549219,"473395"
549400,"702368"
550075,"550243"
553748,"473395"
554318,"473395"
554368,"554517"
554960,"451877"
555612,"695346"
555899,"694975"
557076,"473395"
557628,"557635"
557632,"557635"
557941,"473395"
558463,"558474"
558791,"557635"
558795,"557635"
561038,"557635"
562979,"451877"
563519,"607150"
563533,"607150"
564851,"564893"
564926,"564893"
564993,"451877"
565341,"583151"
565638,"557635"
566107,"473395"
566313,"566444"
566419,"609466"
566577,"715118"
567637,"567679"
568031,"710888"
569045,"557635"
569174,"473395"
569700,"570000"
570193,"689968"
573412,"473395"
574103,"647227"
574180,"647227"
575154,"575156"
575662,"592716"
576118,"576502"
576269,"592716"
576271,"592716"
579209,"579460"
580242,"592716"
580252,"592716"
580403,"661949"
580443,"592716"
580837,"592716"
581360,"581376"
582020,"592716"
582693,"615636,628931"
582835,"582923"
583809,"592716"
584881,"607746"
585660,"585722"
586342,"551550"
586429,"647051,688905,647227"
586434,"586461"
587853,"647227"
590228,"590262"
591360,"596099"
591973,"593265"
592305,"668734"
592411,"592737"
593660,"593662"
594310,"370555"
595647,"643773"
596096,"596166,600370"
598507,"659310"
599745,"694747"
603422,"25973"
604837,"604974"
605646,"520786"
605749,"605754"
606753,"608275"
607031,"607746"
607179,"606637"
607306,"613476"
607791,"607746"
608775,"609356"
608989,"609003"
609368,"609356"
612115,"612144"
613470,"613476"
613641,"613802"
614664,"621315"
614796,"628093"
615195,"593662"
615286,"616011"
615467,"609466"
615469,"659096"
616086,"665673"
616264,"616537"
616284,"616539"
616370,"665673"
621304,"252896"
621356,"244344"
621525,"635775"
621764,"622420"
623248,"111346"
623293,"212556"
623871,"359747"
623927,"388264"
624098,"47242"
625925,"350311"
626341,"317839"
627504,"374900"
628253,"447757"
631147,"712381"
632042,"632050"
633454,"665673"
634513,"634535"
634991,"635075"
636185,"638570"
637603,"647227"
638827,"712381"
638966,"644203"
640086,"665673"
643508,"643547"
644106,"644110"
646483,"646557"
647026,"647051,688905,647227"
647034,"647051,647227,688905"
647037,"647051,647227,688905"
648360,"648370,648634"
650160,"650178"
650243,"650190"
650407,"605678"
650414,"650190"
652211,"590569"
652441,"652444"
652538,"590569"
653690,"652444"
653700,"652444"
653771,"652444"
653783,"652444"
654469,"654477"
654696,"652444"
654712,"652444"
654726,"652444"
654741,"654477"
654807,"654477"
654914,"654477"
654945,"655586"
655015,"652444"
655043,"652444"
655086,"652444"
655116,"654477"
655395,"652444"
655398,"652444"
655444,"654477"
655460,"654477"
655536,"655586"
655643,"654477"
655660,"652444"
655704,"654477"
655818,"655586"
655859,"655586"
655936,"654477"
656078,"655586"
656094,"654477"
656125,"655586"
656134,"655586"
656164,"654477"
656516,"461844"
656544,"656564"
656734,"635775"
656972,"564870"
657319,"655586"
657366,"654477"
657413,"655586"
657881,"655586"
658142,"658152"
658239,"619467"
658277,"655586"
658291,"658152"
658390,"654477"
659056,"659298"
659245,"659298"
659489,"655586"
659537,"655586"
659634,"658152"
660265,"693705"
660339,"693705"
661315,"655586"
661367,"658152"
661378,"647051,688905,647227"
661391,"647051,688905,647227"
661731,"674835"
662331,"655586"
662600,"664163"
662707,"655586"
662846,"658152"
663935,"664163"
664094,"664163"
664114,"664163"
664154,"664163"
664485,"614786"
664494,"614786"
664547,"614786"
664687,"655586"
664827,"655586"
665004,"658152"
665009,"658152"
665419,"260210"
666120,"666206"
666441,"655586"
666481,"658152"
666594,"658152"
667239,"678182"
667242,"667259"
667433,"655586"
667570,"655586"
668123,"658152"
668726,"676693"
670214,"314759"
671886,"647051"
673772,"655586"
674037,"667259"
676410,"676421"
676417,"667259"
676663,"676693"
677289,"655586"
677508,"677516"
678916,"564870"
679186,"655586"
679202,"679207"
679843,"680020"
682397,"685630"
683282,"678182"
684396,"680020"
685301,"685885"
685340,"685885"
686272,"564870"
686446,"350311"
688543,"655586"
688654,"658152"
688673,"688715"
688924,"647051,688905,647227"
689995,"690200"
690559,"678182"
691066,"693051"
692324,"655586"
694419,"658546"
694547,"658546"
694617,"694972"
695217,"695816"
695364,"695368"
695431,"685885"
695472,"695907"
696251,"696275"
696508,"696514"
696767,"696846"
698447,"698613"
698520,"698525"
698542,"698613"
698584,"698599"
700558,"700837"
700945,"701038"
701479,"655586"
702307,"702368"
705318,"656564"
707277,"707297"
709039,"709205"
709609,"566444"
710387,"655586"
710398,"710417"
710589,"658152"
710658,"710705"
710793,"710705"
712065,"712120"
712424,"712540"
713078,"718661"
714632,"710417"
715104,"715118"
715107,"716492"
716160,"702368"
716186,"702368"
716190,"702368"
716198,"702368"
717840,"717990"
718159,"718179"
718542,"718547"
718921,"718937"
719711,"655586"
719939,"693705"
720342,"720353"
720447,"721005"
