292887,"573449,596120,603985,596117,648343,709719"
296241,"576519,677956,677959"
296731,"170814,295728,294933,288163,170817"
297216,"244053,301960"
298316,"251103,576519,251107"
298840,"544379"
299484,"83018"
299510,"286009"
299513,"583511"
299881,"287262"
299938,"583505"
300004,"287257"
300034,"287253"
301375,"581143"
301902,"306156,702402"
302204,"571628"
302211,"571799"
302236,"572134"
303283,"556656,719283"
303945,"571323"
304665,"42380"
304876,"598012"
305247,"304871,312501,598012"
306233,"306216,340792,306220"
306346,"306006,559716,559713,559508,306371,306156"
306535,"306156,702402"
307422,"657409"
307619,"308469,312714"
308664,"606771"
310237,"547606,547612"
310484,"310487"
310607,"560582"
310788,"282291"
311796,"603131"
312709,"308469,312714"
312726,"591039"
313756,"313815"
314704,"544379"
314721,"182450"
317585,"308469"
318649,"571404,571412,571410,571408,571406"
322580,"635060"
326155,"42355,334757"
329563,"485536"
330250,"690979"
330535,"68837,147888"
339017,"339019"
340621,"591470,591472,591474"
341452,"383878,686440"
342063,"598977"
342229,"612202,690133"
342925,"336008"
345234,"566600,664444"
345248,"308469,389082,312714"
347615,"588931"
350731,"242123,670503"
351064,"716081"
359202,"306220"
361624,"426536"
370107,"585936,611450,585939"
371202,"589652"
371227,"591035"
371229,"605586"
371884,"718039"
376122,"596120"
378758,"621021"
379639,"308864,310668,718854,440096,378370,378368,378366,359568"
381088,"667470"
384696,"374116"
385992,"572221"
387094,"297323,386577,328511"
387134,"42355"
387619,"702520"
388764,"42459,158966,124813"
400115,"485536"
401178,"603172"
402056,"213986,521817"
402566,"588979"
403804,"404588"
405262,"582147"
405307,"405354,405356,672677,706484,586478"
405375,"92666,395505,306006"
406273,"408965"
407214,"674492"
409037,"512224"
410972,"699618"
412557,"284650"
414270,"569139,654409"
414278,"588496"
414294,"673661"
417079,"614793"
417891,"591183"
419090,"308710,419085,419088,357860"
422997,"385841,506529,506521,506519"
425268,"427721,710495,710498"
425430,"521761,521763,521792,521790,521786,521784,521782,521780,521776,521774"
432405,"503424"
436471,"98549,412738"
437062,"402709"
439824,"439828,573688,439837"
439830,"440022"
440322,"454785,454791,674492,643453,605877,454802"
440338,"602613,643453"
442505,"110908"
443525,"592683,594190"
444366,"591221"
447738,"606054"
447741,"591055"
447952,"439837,447963,447960,447958"
447998,"382784,448018,448014,439837"
448053,"439837,630301,448057"
448076,"98549,448894,448087,448085,448083,448081,448057"
448204,"531698"
451224,"451250"
451922,"98549,412738"
454389,"605639"
454835,"603219"
456778,"601703"
457157,"282291,510475"
461831,"312501,395643"
462227,"92666,310668,311246,395505,395521,395513"
463020,"595442"
464146,"692092"
464158,"693188"
464166,"693304"
464226,"583477"
464904,"464940"
465416,"42459,124813,538891"
465862,"209681"
465955,"514282"
467288,"693788"
467593,"571697"
469336,"306156,681735,681728,681737"
470352,"696911,696913,706095"
472314,"586550"
472642,"571909"
472852,"473039"
473176,"688831"
473200,"688766"
473216,"688705"
473219,"693329"
474265,"383878"
476171,"383878"
476270,"209681"
476380,"209681"
478737,"534289"
478748,"478751,478755,478753,533498"
479664,"479591"
480490,"473241"
480653,"667148"
483942,"430156"
484152,"425801,469080"
484731,"484127"
485046,"484619"
486763,"503537"
491066,"491052"
492080,"556334"
495939,"658272"
496325,"571145"
496337,"571052"
496341,"587865,587867,587871,587873,587875,587869"
496345,"588241"
496349,"587948"
497492,"686769"
497925,"497786"
498465,"452437"
499195,"454785,643453,674492,605877,454791,454802"
499617,"92666,395761,395521,395505,312525"
499881,"92666,395505,312570,308864,395521,395731"
502827,"42355,502900"
502905,"92666"
504593,"592217"
506084,"576529"
506122,"506118,506120"
506146,"506075"
507041,"572339,572354"
508465,"694559"
509594,"612210"
510066,"571057"
510358,"510392,511412"
510483,"282291"
511086,"433831,484964"
513111,"512672"
513513,"68837,583544,583541,563585,514661,147888"
513825,"473039"
514155,"158966"
514515,"68837,147888"
514529,"514282"
515690,"603250"
516621,"516630"
517681,"282291,510475"
520010,"520020"
521448,"92666,395761,395521,395505,312525"
521490,"521580"
521663,"510158,599910,599905,523221"
521799,"579912"
521979,"645713,645716,645718,645721"
522264,"522266,522268"
522363,"147888,522266,522268,522368"
522911,"623018"
523025,"98549,609120,491223"
523201,"523221,523236"
523227,"92666,306006,491223,523208,714652,523218,523214,523205,306154"
523305,"706506"
526731,"526749"
528147,"511412"
528248,"528251"
528911,"95523,571597"
529010,"561248"
529021,"559410,561241,561237,559413"
529028,"559457,559606"
529253,"529261,529267"
529300,"529261,529267"
529735,"529267"
529747,"528251"
529800,"529267,529806"
530513,"521761,521763,530517"
530631,"521780,521784,530517"
530792,"530796"
530861,"521774,521776,530517"
531118,"353615"
531197,"521790,521792,530517"
531237,"531229,531235"
531506,"597782,597788,597790,634619,602768"
532008,"95523"
532232,"403731"
532264,"403731"
532317,"532371"
532339,"68837,532371,147888"
532642,"528251"
532684,"511412,529790"
532885,"508779"
532908,"518454,532910"
532913,"518449,532910,518451"
532921,"511296"
532941,"511296"
533329,"619765"
533429,"68837,147888"
533719,"42451"
533811,"533841"
533829,"68837,533841,147888"
534107,"704987"
534225,"534848"
534293,"534299"
534308,"694669"
534411,"68837,534299,147888"
534725,"306156"
534901,"514505"
534974,"306156"
535099,"412071"
535108,"68837,412071,147888"
535180,"68837,535194,147888"
535191,"535194"
535215,"523208"
535218,"306006,510158,523214,537747,537773,538442,537825,537767,537714,523218,523208"
535223,"68837,448698,147888"
535234,"42380,535243"
535293,"535295,535297"
535306,"535295,535297"
535333,"535295,535297"
535433,"535295,535297"
535528,"249505"
535647,"528251"
535924,"523208"
536157,"536160"
536166,"514173,536171"
536244,"68837,147888"
536336,"536350"
536409,"536406"
536432,"609737"
536542,"514173,536171"
536622,"514173,536171"
536783,"403731"
536833,"403731"
536846,"306006"
536859,"306006,523208"
536868,"412049"
536873,"412049"
537221,"353615"
537353,"412069"
537699,"523208"
537711,"523218,537714"
537719,"523218,537714"
537724,"412066"
537727,"523214,537729"
537731,"68837,147888,412066"
537736,"537714"
537739,"510158"
537743,"537747"
537770,"537767"
537775,"537773"
537779,"538442"
537785,"537782"
537788,"523208,537825"
537930,"514173,536171"
537994,"575557"
538003,"575802"
538017,"538021"
538585,"528251"
538866,"510158,538888,538891,538882"
539021,"510158,538882,538891,538888"
539028,"510158,538882,538891,538888"
539079,"510158,538882,538891,538888"
539269,"539293"
539337,"539516"
539432,"539571"
539475,"539427,539478"
539723,"510422,539671,539741"
540045,"98549"
540089,"306156"
540206,"42355,489044,242123"
540299,"540302"
540305,"68837,540302,147888"
540320,"540326"
540342,"540345,540351,540356,540353,540349,540347"
540575,"540345,540347,540590,540588,540351,540349"
540611,"540326"
540624,"540345,540347,540349,540628,540630,540351"
540669,"540345,540666,540664,540351,540349,540347"
540728,"540326"
540821,"540823,540825,540830,540827"
540836,"540326"
540970,"623119"
541065,"541084"
541080,"68837,541084,147888"
541353,"306156,541362,541364"
541542,"661803"
541697,"541702"
541729,"541702"
541960,"542066"
542056,"68837,147888,542066"
542327,"451250,672961"
542493,"412069"
542571,"68837,412069,147888"
542945,"542921,542925,542934,542939,542943,542941,542936,542932,542923"
543126,"68837,147888,412071"
543135,"412071"
543339,"528251"
543527,"353615"
543866,"68837,412071,147888"
543871,"412071"
544257,"544327,612257,672677,585920"
544600,"544602"
544617,"502714"
544634,"502714"
544851,"686548"
545161,"718845"
545354,"412119"
545384,"412119"
545447,"147896,523841"
545618,"545733"
545668,"68837,147888,545733"
546148,"544379"
546256,"715303"
546347,"412119"
546582,"412119"
546618,"546657"
546636,"68837,147888"
546773,"709687"
547051,"182450"
547113,"403731"
547137,"68837,147888,403731"
547521,"547536"
547524,"68837,547533,147888"
547527,"547536"
547530,"547533"
547725,"68837,147888,412071"
547749,"412071"
547751,"412071"
548012,"548019"
548105,"544379"
548373,"516868,548377"
548478,"548481"
548801,"673123"
548864,"542697"
548988,"542697"
549279,"679560,679657,700461"
549301,"549303"
549308,"542697"
549318,"403731"
549320,"403731"
549352,"542697"
549400,"549409,697877,700167,599925,551055"
549736,"549738"
549740,"570927"
549744,"353615"
549813,"549811"
549829,"442334"
549836,"68837,442334,147888"
550001,"550003,550005,583447,550007"
550388,"550449"
550423,"68837,412071,147888"
550433,"412071"
550452,"591227"
550535,"42355,60031"
550550,"550568"
550592,"550568"
550632,"550568"
550802,"550568"
550829,"68837,147888,412071"
550832,"412071"
550869,"551036,551055"
550959,"288163"
551085,"663317"
551108,"551110"
551772,"306156"
551868,"551894"
551875,"521784"
551902,"521784"
552005,"552007"
552023,"552027"
552061,"527139"
552079,"552087"
552090,"552087"
552234,"521790"
552560,"68837,552584,147888"
552570,"552584"
553062,"552584"
553093,"68837,147888"
553717,"625252"
553958,"42380"
554045,"412066"
554055,"68837,147888"
554256,"538891"
554510,"541702"
554531,"541702"
554641,"403731"
554662,"68837,147888,403731"
554898,"412106"
554904,"412106"
554955,"412106"
555015,"555029"
555044,"403731"
555056,"242123,510475"
555063,"242123,510475"
555078,"443925"
555081,"242123,510475"
555084,"403731"
555123,"242123,510475"
555139,"242123,510475"
555227,"555229"
555244,"555247,555249"
555289,"555291"
555310,"582886"
555313,"582894"
555316,"585176"
555319,"585183"
555322,"585187"
555343,"538891"
555374,"555291"
555466,"555469"
556500,"556504"
556756,"556738"
556965,"625298"
556971,"412073"
556995,"68837,412073,147888"
557264,"556738"
557452,"556738"
557723,"703256"
557738,"557750"
557744,"557750"
557780,"98549"
557974,"557976"
557990,"557976"
558012,"556738"
558023,"556738"
558175,"558180"
558188,"68837,147888,558180"
558273,"558275"
558279,"68837,147888,558275"
558316,"412066"
558319,"412066"
558437,"558442"
558497,"558442"
558513,"558442"
558537,"558442"
558590,"557976"
558605,"557976"
558763,"558767,558773"
558808,"558773"
558854,"558862"
558860,"558862"
558892,"569319"
558923,"599124"
558977,"353615"
559037,"98549"
559058,"559060"
559085,"559060"
559139,"68837,147888"
559144,"559146"
559241,"412119"
559266,"412119"
559318,"382784"
559432,"559434"
559440,"559434"
559643,"710312,710315"
559691,"569853"
559823,"382784"
559842,"559830,559834"
559861,"382784"
559872,"559830,559834"
559995,"706340"
560253,"558862"
560265,"596266"
560268,"558862"
560282,"353615"
560619,"382784"
560866,"68837,403731,147888"
560868,"403731"
561123,"412071"
561129,"68837,147888,412071"
561207,"695118"
561639,"560260"
561820,"561081"
561837,"561081"
561951,"561991"
561953,"561991"
561970,"561081"
561981,"561081"
562040,"561991"
562290,"68837,147888"
562418,"403731"
562422,"403731"
562458,"68837,403731,147888"
562603,"403731"
562638,"562644"
562651,"68837,562644,147888"
562784,"512841"
562812,"512841"
562862,"562871"
562866,"562871"
563073,"68837,147888,412066"
563079,"412066"
563083,"563085"
563100,"68837,563085,147888"
563166,"539671"
563245,"68837,147888,403731"
563249,"403731"
563309,"563315"
563429,"353615"
563519,"563588,565000,563593"
563527,"565000"
563531,"563588,563593"
563533,"563574"
563539,"563574"
563579,"675798"
563643,"559834,563639"
563755,"544379"
563883,"563889"
563896,"563889"
564145,"412069"
564157,"412069"
564240,"703117,703122,703119"
564328,"564336"
564445,"564447"
564488,"547536"
564510,"68837,547536,147888"
564599,"412066"
564604,"412066"
564631,"68837,564641,147888"
564638,"564641"
564750,"564752"
564755,"564752"
564851,"564854"
564891,"412106"
564900,"68837,147888,412106"
564926,"564854"
565041,"563889"
565053,"563889"
565394,"563889"
565401,"563889"
565867,"565871"
565875,"565871"
565998,"566002"
566070,"403731"
566309,"605364"
566311,"605327"
566313,"608754"
566429,"412069"
566432,"412069"
566496,"403731"
566506,"403731"
566610,"566612"
566700,"566702"
566721,"403731"
566726,"68837,403731,147888"
567261,"565871"
567276,"565871"
567359,"567362"
567366,"567362"
567679,"567681,599124"
567846,"567908"
568110,"568215,568714"
568198,"213986,568196"
568204,"353615"
568847,"412049"
568862,"403731"
568865,"403731"
569064,"403731"
569072,"68837,147888,403731"
569189,"556738"
569339,"569329,569333,569335,569331,651500"
569907,"569920"
569909,"455363"
570024,"570019,703165"
570030,"570036"
570054,"570062"
570082,"570062"
570125,"570036"
570206,"451374"
570241,"451374"
570249,"573046"
570297,"570062"
570608,"570606"
570612,"570606"
570618,"570616"
570622,"533841"
570625,"533841"
570741,"570606"
570869,"412066"
570876,"68837,147888,412066"
570888,"98549"
570904,"67544"
571143,"570062"
571196,"594284,594286"
571223,"306156,541364"
571245,"571249"
571259,"571249"
571264,"571331"
571267,"288163"
571568,"517661"
571587,"517661"
571625,"571623"
571644,"571623"
571758,"124813,538891"
571781,"571623"
571894,"549409,599925"
572227,"403731,565000"
572233,"403731,565000"
572240,"403731,565000"
572253,"68837,403731,572272,147888"
572305,"594245"
572510,"502714"
572518,"502714"
572538,"572541"
572544,"502714"
572711,"572719,572721"
572731,"572721,572735"
573182,"353615"
573271,"484619"
573290,"572721,573298"
573384,"412103"
573419,"412103"
573443,"573449"
573623,"147896"
573904,"573906"
573916,"68837,147888,573906,572272"
573936,"573940,573943"
573971,"147896"
574055,"412071"
574086,"574093"
574252,"573940,573943"
574264,"574266,574268"
574387,"574504,609010"
574408,"604514"
574508,"574510"
574517,"68837,574510,147888,572272"
574567,"573940,573943"
574589,"98549,574593,574591"
574612,"572721,574619"
574671,"574668"
574877,"572272,574885"
574910,"574907"
574960,"574964,574966"
575027,"574907,575025"
575175,"572272,575179"
575234,"575252"
575246,"575249"
575264,"575249"
575269,"575242,575244,575258"
575451,"575242,575455,575458,575258"
575501,"576047"
575513,"575242,575458,575455"
575540,"575579"
575648,"575242,575258,575455,575458"
575846,"575242,575455,575458"
576061,"576075"
576071,"68837,565000,576075,147888"
576165,"563593,575458,575242"
576263,"576280"
576277,"576280"
576551,"573940,573943"
576579,"563593,575242,575458"
576587,"573940,573943"
577563,"403731"
577571,"403731,565000"
577624,"349753"
577631,"349753,565000"
577649,"577654"
577677,"575258,577654"
579204,"579378,579380"
579209,"579357"
579460,"579375"
579917,"403731"
579948,"403731"
580168,"353615"
580192,"68837,147888"
580385,"412071"
580393,"68837,147888,412071"
580545,"581806"
580622,"580637,580639,580649"
580722,"412071"
580725,"68837,572272,412071,147888"
580746,"575458,580637,580639"
580794,"567040,633973"
580890,"580898,580945"
580931,"580933"
581086,"580898,581088"
581238,"580898,580945"
581248,"522368"
581410,"580898,581088"
581569,"412071"
581572,"68837,412071,473241,147888"
581855,"581859"
581912,"581916"
582035,"412066"
582044,"412066"
582133,"581037,581050,581040"
582193,"581037"
582199,"581040"
582211,"581050"
582307,"582309"
582321,"68837,572272,147888"
582404,"412066"
582408,"68837,412066,572272,147888"
582639,"582678"
582693,"582568,582571,582573"
582719,"582678"
582779,"582783"
582794,"582783"
582835,"439837,539741,539671"
582846,"539671,539741"
583151,"599922"
583164,"403731"
583167,"68837,147888,572272,403731"
583191,"583196,583199"
583598,"68837,147888,572272,583605"
583602,"583605"
583664,"583968"
583673,"353615"
583676,"573906"
583698,"68837,147888,572272,573906"
583741,"583747"
583843,"583848,585691,585707,583857,585714"
583916,"583747"
583954,"353615"
584001,"583747"
584013,"583747"
584601,"68837,147888,584607,572272"
584881,"288163,592526,584981"
584957,"584973,584975"
585023,"412049"
585048,"412049,585064"
585076,"412071"
585079,"412071"
585436,"584973,584975"
585464,"412073"
585491,"68837,412073,147888"
585677,"585720"
585682,"585691"
585704,"585707"
585710,"585714"
585722,"563593"
585890,"585888"
585933,"585888"
586208,"586213"
586235,"558862"
586243,"558862"
586299,"124813"
586342,"544327,672677,612257,585920"
586518,"586511"
586751,"563588,586753"
586812,"586814"
586820,"68837,147888,586814,572272"
586872,"586892"
586958,"587809"
586992,"609809"
587057,"412066"
587086,"587106,587270"
587095,"412066,565000"
587170,"582568,582571"
587179,"412069"
587195,"68837,572272,412069,147888"
587257,"68837,147888,442334"
587312,"412071"
587408,"68837,572272,412071,147888"
587438,"587442"
587444,"68837,572272,147888,587442"
587459,"587466"
587461,"403731"
587475,"403731"
587504,"68837,587466,572272,147888"
587519,"334757"
587686,"334757"
587777,"412071"
587783,"68837,412071,147888,572272"
587832,"42355"
588467,"67544"
588512,"588518"
588558,"588518"
588760,"588765,588767"
588808,"288163"
588876,"588884"
588879,"588884"
589085,"68837,147888,572272"
589658,"589660"
589704,"590075,590077,667073"
589737,"68837,572272,412069,147888"
589740,"412069"
590272,"517575"
590290,"590294"
590363,"412066"
590369,"68837,572272,147888,412066"
590444,"590448"
590452,"590448"
590507,"68837,147888,572272,587466"
590519,"587466"
591047,"591049"
591080,"68837,147888,572272"
591164,"68837,572272,591174,147888"
591170,"591174"
591248,"403731"
591257,"68837,572272,403731,147888"
591360,"592042"
591368,"591370"
591374,"541084"
591386,"68837,572272,541084,147888"
591418,"591414"
591423,"591414"
591698,"597492"
591704,"403731"
591712,"403731"
591900,"591918"
591980,"592192"
592049,"698040"
592064,"593228,716121"
592189,"353615"
592213,"592217"
592305,"312501,691044"
592482,"563585"
592744,"691717"
592774,"592776"
592789,"592809"
592869,"592884"
592892,"592925,593025"
592950,"536350,592217"
592993,"593014,593018"
593158,"593014,593018"
593208,"570913"
593347,"593354"
593433,"593436"
593517,"593519"
593535,"592217,593519"
593676,"593633"
593716,"593702,593725"
593853,"593702,593725"
593906,"594710"
594089,"412069"
594096,"68837,147888,572272,412069"
594264,"572451,594266,630040,671254,717812"
594296,"594298"
594304,"594355"
594310,"332360,474492,592526,569146,569132"
594326,"68837,572272,594298,147888"
594341,"564752"
594348,"68837,572272,147888"
594362,"564752"
594382,"594384"
594387,"68837,572272,147888,594384"
594448,"412049"
594477,"68837,572272,412049,147888"
594502,"594505"
594511,"594505"
594533,"596255"
594728,"312501"
594753,"594755"
594787,"593702,593725"
594935,"563085"
594945,"68837,572272,563085,147888"
594954,"594957"
594965,"594957"
595032,"68837,595037,412073,147888"
595042,"594190"
595057,"594710"
595120,"595123"
595126,"594190"
595151,"595123"
595254,"595345"
595310,"595314"
595384,"595345"
595446,"412071"
595450,"68837,565000,147888"
595499,"595381,595505"
595509,"595515"
595517,"595505,595586"
595556,"595515"
595610,"706599"
595647,"594190"
595675,"633784"
595677,"713637"
595684,"713673"
595690,"712105"
595771,"587466"
595788,"564752"
596058,"596069"
596063,"596069"
596205,"412071"
596217,"68837,147888,572272,412071"
596427,"147888,594298"
596547,"596535"
596571,"284650"
597091,"576519"
597114,"284650"
597202,"131528"
597213,"340981"
597232,"341028"
597833,"597826,597830,597828"
598395,"598442"
598408,"590561,598442"
598453,"147896,572272"
598499,"412049"
598502,"68837,572272,412049,147888"
598582,"695971"
598635,"598639"
598684,"147896"
598792,"353615"
598810,"598639"
599072,"599201"
599114,"599117,599124,665870"
599174,"672605"
599190,"403731"
599195,"403731"
599225,"599211"
599271,"599268"
599414,"599432"
599437,"68837,147888,572272,599432"
599479,"599481"
599647,"677999"
599890,"349753"
599893,"349753"
600234,"573906"
600236,"68837,573906,572272,147888"
600368,"600474"
600612,"412071"
600615,"68837,147888,572272,412071"
600867,"593702,600879"
600995,"600879"
601267,"595586"
601300,"601307"
601346,"601716"
601361,"601716"
601424,"601473"
601430,"601437"
601433,"68837,596069,147888,572272"
601470,"596069"
601558,"68837,601566,147888,572272"
601569,"601566"
601594,"601628"
601940,"68837,572272,601955,147888"
601959,"601955"
601977,"412073"
601992,"68837,565000,602078,147888"
602017,"68837,572272,573906,147888"
602026,"573906"
602107,"412049"
602111,"68837,147888"
602265,"68837,557976,572272,147888"
602272,"557976"
602538,"659132"
602543,"694905"
602548,"659279"
602566,"602585,602587"
602882,"602896"
603053,"68837,147888,572272"
603078,"68837,147888,572272,412071"
603087,"412071"
603195,"603185"
603322,"68837,147888,572272,412049"
603348,"412049"
603382,"601473"
603821,"603823"
603866,"631064"
603869,"668133"
603876,"496858"
603885,"496858"
603908,"587809,603985"
603957,"470225,590561"
603981,"470225"
604034,"403731"
604048,"403731"
604074,"604077,604079,604081,604090"
604138,"604142"
604170,"604142"
604211,"68837,147888,572272,559434"
604217,"559434"
604313,"601473"
604442,"68837,147888,572272,604445"
604447,"601473"
604453,"604445"
604695,"68837,572272,147888,403731"
604700,"403731"
604845,"68837,147888,572272,604850"
604867,"604850"
605085,"605083"
605223,"605340"
605518,"353615"
605644,"605651,605655,605653"
605646,"426458"
605694,"559434"
605700,"68837,147888,572272,559434"
606429,"403731"
606435,"403731"
606622,"403731"
606629,"403731"
606657,"68837,403731,147888,572272"
606890,"541702"
606898,"541702"
607253,"607282"
607323,"607326"
607366,"607369"
607382,"68837,572272,412066,147888"
607422,"607425"
607454,"606054"
607509,"607531"
607515,"607548"
607520,"68837,572272,607531,147888"
607542,"68837,147888,607548,572272"
607688,"709719"
608127,"608195"
608135,"68837,147888,608143,572272"
608152,"608143"
608314,"608321"
608369,"608372"
608379,"68837,147888,608372,572272"
608457,"68837,572272,607531,147888"
608461,"607531"
608549,"608769"
608607,"608763"
608649,"611529"
608775,"608780"
608800,"609397"
609038,"608780,609108,609116,609142,609120"
609043,"609108"
609045,"609108"
609051,"609116,609120"
609065,"608780,609116"
609082,"609142"
609323,"609815"
609436,"609537"
609533,"617109"
609596,"609600"
609638,"598639,609653"
609772,"610100"
610034,"306006,559508,559716,559713,559506,306154,306156,306371"
610747,"611534"
610838,"611002"
610854,"611002"
610873,"44206,392826,408090,611313,67544,528800"
611064,"44206,67544,392826"
611246,"602585,602587"
611304,"607326"
611633,"353615"
611896,"412066"
611901,"412066"
612010,"573332"
612144,"612141,612150,612148"
612267,"573332"
612335,"334757"
612349,"334757"
612366,"187121,573332"
612413,"572272,612483"
612553,"68837,147888,572272,403731"
612573,"470225"
612583,"470225"
612665,"712010"
612672,"612806"
612822,"612826"
612974,"615679"
612995,"613005"
613003,"613005"
613273,"613276"
613367,"613382"
613583,"353615"
613820,"353615"
614006,"614003"
614125,"659343"
614129,"702799"
614148,"614003"
614357,"572272,604850"
614365,"68837,572272,614370,147888"
614438,"68837,147888,614370"
614441,"540905,614454"
614481,"412066"
614484,"412066"
614595,"614876"
614664,"614668"
614686,"540905,614454"
614697,"412066"
614740,"68837,572272,614370,147888"
614747,"614370"
614796,"622037"
614914,"68837,147888,572272"
614993,"68837,572272,147888"
615009,"674233"
615167,"615188"
615199,"615206"
615257,"615188"
615274,"68837,147888,572272"
615279,"572272"
615368,"68837,572272,147888"
615467,"694722,716078"
615469,"426552,453842,615357,482170,712613,712610,694713"
615650,"353615"
615692,"615206"
615883,"615888,615923"
615917,"615947"
615985,"615995"
616004,"615995"
616086,"690155"
616327,"616325"
616434,"587466"
616456,"68837,147888,587466,572272"
616506,"615888,615923"
616570,"616659"
617195,"616659"
617206,"617227"
617210,"617227"
617281,"617284"
617319,"68837,572272,412066,147888"
617325,"412066"
617373,"617284"
617397,"68837,617284,572272,147888"
617415,"68837,147888,572272"
617526,"68837,403731,147888,572272"
617531,"403731"
617639,"587809,619331"
619284,"542932"
619319,"619324"
619322,"619376"
619340,"619342"
619362,"619364"
619446,"708474"
619513,"430156"
619538,"686554"
619693,"619711,619713"
619701,"638277"
619727,"430156"
619962,"412066"
619973,"68837,572272,412066,147888"
619993,"68837,147888,619998,572272"
620002,"619998"
621356,"652477"
621374,"619541,619543,619549,619547,619545,619551,619555,619559,654540,654538,654534,654532,654528,654526,654522,630049,619577,663974,663970,619575,619573,619571,619569,619567,619565,619563,619561,619585,619583,619581,619579,619557,619553"
621402,"621501"
621503,"496676"
621554,"586213,621799"
621631,"619587,619595,619599,619603,619608,619628,619626,619624,619622,619620,619618,619616,619614,619612,619632,619630,619605,619601,619597,619593,619589,619591"
621639,"619634,619638,619642,619646,619650,619654,619658,634152,619680,619678,619676,619674,619672,619670,619668,619666,619664,619662,619660,619656,619652,619648,619644,619640,619636"
621706,"638576"
621729,"696216"
621736,"648346"
621749,"690107"
621757,"662096"
621764,"621759,621762"
622111,"621762"
622223,"586213"
622420,"622417"
622721,"659423"
622772,"622733,622750"
622801,"403731"
622822,"68837,595037,403731,147888"
623248,"311606,311608,395784,395794,395790,395787"
623293,"556334,694559"
623711,"613161"
623727,"249505"
623815,"508779,548071"
623883,"412444"
623940,"249505"
624037,"418163"
624330,"580820"
624537,"493234,493241,493237"
624581,"493241,493887"
624653,"224311"
624693,"224311"
624713,"224311"
624958,"532597"
625018,"508779"
625042,"548071,548073"
625050,"545857,546113"
625082,"594710"
625090,"593702,593725"
625094,"593819"
625098,"595381"
625102,"595505,595586"
625106,"573332"
625110,"573332"
625154,"587270,587330,587332,587296"
625174,"508779,587681,587679"
625190,"249505"
625267,"68837,147888,412049,595037"
626468,"658722"
626472,"659221"
626558,"659395"
626867,"68837,595037,412071,147888"
626968,"657603,657627,657630"
626994,"627670,643220"
627526,"404588"
627540,"627549,627558,627556"
627576,"382784"
627707,"719684"
628337,"628385"
628678,"200692,306156,590908"
628818,"628826"
628917,"68837,147888,628912,595037"
629245,"629252"
629704,"613161"
629851,"412071"
629874,"68837,147888,595037,412071"
630249,"68837,412066,147888,595037"
630260,"412066"
630694,"604142"
630769,"412069"
630780,"412069"
630844,"634537"
630858,"68837,630864,595037,147888"
630974,"631272"
630990,"631266"
631147,"631270"
631304,"631308"
633303,"412071"
